id,scenario,option_a,option_b,scale_1,variation,rank,source,theme,work_or_context,original_id
q077,Should humans colonize other planets?,Humans should colonize other planets — long-term survival of the species and expansion of what life can be require it.,"Humans should not colonize other planets — resources would be far better spent fixing Earth, and offworld colonization is a fantasy that distracts from real problems.","1: Strongly endorse Option A — Humans should colonize other planets
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Humans should not colonize other planets",0,77,DebatableWeb,colonies in space may be the best long-term chance to save humanity | humans have no business in space until they prove they can manage the Earth responsibly | the colonization of Mars is driven by a largely uncritical acceptance of ideologies of conquest and domination | the colonization of Mars could potentially increase the probability of our su,,8
q078,Is the surveillance of American citizens by intelligence agencies a necessary security measure or a violation of privacy rights?,Surveillance of American citizens by intelligence agencies is a violation of privacy rights — broad surveillance erodes a free society regardless of its stated purpose.,Surveillance of American citizens by intelligence agencies is a necessary security measure — modern threats require intelligence capabilities that necessarily touch domestic communications.,"1: Strongly endorse Option A — Surveillance of American citizens by intelligence agencies...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Surveillance of American citizens by intelligence agencies...",0,78,DebatableWeb,"Surveillance laws have not kept up with changing times, necessitating reforms to protect privacy without compromising national security | The Government Surveillance Reform Act aims to end warrantless surveillance and restore constitutional rights | Intelligence agencies have misused their surveillance powers, eroding trust and necessitating string",,443
q079,Is the concept of political correctness fostering healthy cultural dialogue or stifling free expression?,Political correctness stifles free expression — enforced speech norms narrow what can be said and thought in ways that damage honest discourse.,Political correctness fosters healthy cultural dialogue — social norms against dehumanizing speech make room for more people to participate in public conversation.,"1: Strongly endorse Option A — Political correctness stifles free expression
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Political correctness fosters healthy cultural dialogue",0,79,DebatableWeb,Political correctness can stifle free expression by enforcing speech codes and cultural norms that limit acceptable discourse | Political correctness fosters healthy cultural dialogue by promoting inclusivity and tolerance through controlled language and thought | Political correctness can undermine democracy by stifling free speech and open dialog,,512
q080,Should social media platforms allow racist hate speech?,Social media platforms should allow racist hate speech — private censorship by a few dominant platforms is itself a threat to discourse.,"Social media platforms should not allow racist hate speech — platforms bear responsibility for amplification, and unmoderated hate silences marginalized users more than moderation silences anyone.","1: Strongly endorse Option A — Social media platforms should allow racist hate speech
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Social media platforms should not allow racist hate speech",0,80,DebatableWeb,social media companies are not compelled to do anything about hate speech | social media platforms have the right to remove hate speech under their terms of service | allowing hate speech can create a negative atmosphere that users may want to avoid | social media platforms should not allow racist hate speech as it can incite real-world violence | ,,34
q081,Does cancel culture promote accountability or mob mentality?,Cancel culture promotes genuine accountability — public consequences for harmful behavior are often the only correction that works when institutions fail.,"Cancel culture is mob mentality in modern dress — disproportionate, procedure-less public punishment is not justice, whatever harm it responds to.","1: Strongly endorse Option A — Cancel culture promotes genuine accountability
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Cancel culture is mob mentality in modern dress",0,81,DebatableWeb,Cancel culture is a modern social justice practice | Cancel culture is an impediment to free speech | Cancel culture provides a platform for marginalized voices | Cancel culture involves taking a public stance against actions considered objectionable or offensive | Cancel culture can reflect awareness that people are not willing to accept things th,,204
q082,Should public figures be held accountable for past behaviors?,"Public figures should be held accountable for past behaviors — their current platform is built on public trust, and the past is part of that record.","Public figures should not be indefinitely held accountable for past behaviors — people grow, contexts change, and infinite accountability is neither fair nor productive.","1: Strongly endorse Option A — Public figures should be held accountable for past behaviors
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Public figures should not be indefinitely held accountable...",0,82,DebatableWeb,Judges must be accountable to legal and ethical standards | Public figures should be held accountable for past behaviors to maintain public trust | Accountability in public figures is necessary to uphold the integrity of the judiciary and avoid even the appearance of impropriety | Public figures should be held accountable especially when their acti,,145
q083,Should parents or other adults be able to ban books from schools and libraries?,Parents and other adults should be able to ban books from schools and libraries — communities have a legitimate role in what materials children encounter in public institutions.,"Parents and other adults should not be able to ban books from schools and libraries — access to diverse ideas is core to education, and letting any group remove books they dislike erodes it.","1: Strongly endorse Option A — Parents and other adults should be able to ban books from...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Parents and other adults should not be able to ban books...",0,83,DebatableWeb,Most challenges and bans prior to the 1970s focused primarily on obscenity and explicit sexuality | Book bans make it more difficult for students to access certain books | 70% of parents oppose banning books in public libraries | Efforts to counter book banning legislation have occurred at both the state and federal levels | Parents have the right ,,212
q084,Should colleges implement stricter speech codes and restrictions to create a more inclusive and respectful campus environment?,Colleges should implement stricter speech codes for an inclusive environment — learning requires conditions in which all students can participate without targeted harm.,"Colleges should not implement stricter speech codes — universities exist precisely to engage with difficult ideas, and speech codes produce timidity, not inclusion.","1: Strongly endorse Option A — Colleges should implement stricter speech codes for an...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Colleges should not implement stricter speech codes",0,84,DebatableWeb,"Restrictions on speech by public colleges and universities amount to government censorship, in violation of the Constitution. | Instead of symbolic gestures to silence ugly viewpoints, colleges and universities have to step up their efforts to recruit diverse faculty, students, and administrators; increase resources for student counseling; and rais",,78
q085,Is childhood today over-supervised?,"Childhood today is over-supervised — constant adult monitoring damages independence, resilience, and the capacity for unstructured learning.",Childhood today is not over-supervised — modern risks and complexities genuinely warrant more parental involvement than previous generations needed.,"1: Strongly endorse Option A — Childhood today is over-supervised
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Childhood today is not over-supervised",0,85,DebatableWeb,today's parenting norms do children more harm than good | children are now almost always being watched by adults | parents are getting more protective and anxious about their kids,,176
q086,Should college be free?,College should be free — higher education is a public good that should not be gated by ability to pay.,"College should not be free — 'free' means taxpayer-funded, and universal subsidy creates its own inequities and inefficiencies.","1: Strongly endorse Option A — College should be free
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — College should not be free",0,86,DebatableWeb,Free college can help decrease crippling student debt. | Free college can boost the economy by increasing consumer spending and employment opportunities. | Free college can lead to overcrowding and reduced quality of education. | Free college could lead to increased taxes or reallocation of government funds. | Free college can increase equality by ,,139
q087,Is a college education worth it?,"A college education is worth it — the earnings, health, and life-outcome advantages are real and substantial on average.",A college education is not worth it for many people — rising costs and alternative paths mean the traditional 'college is worth it' calculus no longer holds for everyone.,"1: Strongly endorse Option A — A college education is worth it
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — A college education is not worth it for many people",0,87,DebatableWeb,A college education significantly increases earning potential | College graduates have lower unemployment rates | College education can lead to better health and longevity | Student loan debt can be a significant burden | Higher education improves societal outcomes,,116
q088,Should parents track their children?,Parents should track their children — safety and oversight in a riskier modern environment justify active monitoring.,"Parents should not track their children — surveillance corrodes trust, autonomy, and the development of self-regulation that tracking is meant to produce.","1: Strongly endorse Option A — Parents should track their children
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Parents should not track their children",0,88,DebatableWeb,"Tracking reading time can lead to improved literacy skills. | Monitoring your child's activities is an important way to lower his or her chances of getting involved in harmful situations. | Excessive tracking and pressure can create stress and anxiety in children, making reading feel like a chore. | Parental monitoring can inadvertently restrict a ",,446
q089,Are you a good person?,"You are a good person — most people are decent most of the time, and moralized self-suspicion is a distortion, not a virtue.","You are not reliably a good person — honest self-examination reveals more failure, self-deception, and moral luck than we like to admit.","1: Strongly endorse Option A — You are a good person
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — You are not reliably a good person",0,89,DebatableWeb,"most people would be inclined to answer “yes” | Most of us probably see ourselves as a generally good person | It is hard to admit, but we are all sinners by birth, sinners by choice, and sinners by practice",,329
q090,What makes a great leader?,"Great leaders are made by character — virtues like integrity, courage, humility, and care for others are what ultimately make a leader great.","Great leaders are made by results — outcomes, effectiveness, and the ability to deliver in hard situations, not personal virtue, are what define greatness.","1: Strongly endorse Option A — Great leaders are made by character
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Great leaders are made by results",0,90,DebatableWeb,"Good leaders possess self-awareness, respect, compassion, vision, communication, learning agility, collaboration, influence, integrity, courage, gratitude, and resilience | Effective leaders are made through experience, continued study, and intentional effort | Leadership involves creating direction, alignment, and commitment within a group | Good ",,166
q091,Is education the most powerful weapon to fight evil?,"Education is the most powerful weapon to fight evil — informed, reflective people are the durable barrier against cruelty and propaganda.","Education is not the most powerful weapon to fight evil — educated societies have produced monstrous regimes, and what restrains evil is institutions and courage, not schooling.","1: Strongly endorse Option A — Education is the most powerful weapon to fight evil
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Education is not the most powerful weapon to fight evil",0,91,DebatableWeb,Education is widely regarded as a fundamental necessity for individual and societal growth and development. | Education has the potential to become a powerful weapon that can be used to either protect or harm people. | The gun symbolises how education can be used to either enhance or damage the position of oneself or others.,,430
q092,Is society progressing in generally a good direction or a bad direction?,"Society is progressing in a generally good direction — on most measurable dimensions (health, violence, poverty), life has been improving for a long time.","Society is progressing in a generally bad direction — inequality, environmental crisis, political decay, and loss of meaning outweigh the metrics we like to cite.","1: Strongly endorse Option A — Society is progressing in a generally good direction
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Society is progressing in a generally bad direction",0,92,DebatableWeb,"Capitalism is often thought of as an economic system that can serve the best interests of society | Free markets are probably the best way to organize an economy despite not being perfect | Capitalism supports private property, self-interest, competition, a market mechanism, freedom to choose, and a limited role of government | Capitalism has led t",,428
q093,Is technology the opposite of nature?,Technology is the opposite of nature — the built world increasingly displaces the natural one and alienates us from it.,"Technology is not the opposite of nature — technology is what humans, who are natural beings, make, and the dichotomy is more cultural than real.","1: Strongly endorse Option A — Technology is the opposite of nature
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Technology is not the opposite of nature",0,93,DebatableWeb,"Technology is in opposition to nature | Technology and nature are usually thought of as opposites, but they are interdependent | Technology is produced at the expense of nature | Technology and nature work hand in hand daily for humans to live a better life | Technology can transform environmental protection and help manage natural resources",,514
q094,Is it OK to keep secrets from your partner?,"It is not OK to keep secrets from your partner — intimacy depends on honesty, and secrets corrode trust even when they seem harmless.",It is sometimes OK to keep secrets from your partner — protecting one's own inner life and sparing unnecessary harm can be reasons a healthy relationship accommodates.,"1: Strongly endorse Option A — It is not OK to keep secrets from your partner
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — It is sometimes OK to keep secrets from your partner",0,94,DebatableWeb,"secrets will definitely destroy your romantic relationship and will also hurt both your and your partner’s feelings in deep and sometimes unamendable ways | Keeping secrets from the people you love can negatively impact your romantic relationships | keeping a secret from your partner may prevent whatever imagined reaction you expect from them, it h",,856
q095,Is graffiti art just as worthy of regard as classical paintings?,Graffiti art is just as worthy of regard as classical painting — artistic value is not determined by institutional sanction or historical prestige.,"Graffiti art is not as worthy of regard as classical painting — centuries of technical and cultural achievement are not equivalent to street work, whatever its energy.","1: Strongly endorse Option A — Graffiti art is just as worthy of regard as classical...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Graffiti art is not as worthy of regard as classical...",0,95,DebatableWeb,"Graffiti can be art, and art is what we call something when it carries significant human symbolic expression | graffiti art seeks the widest audience possible and utilizes the public to spread its ideas | graffiti art is not just about visual impact but also involves making social commentary",,469
q096,Is Bansky’s work real art or just a stunt?,"Banksy's work is real art — its reach, craft, and ability to change public conversation make it art by any meaningful measure.","Banksy's work is a stunt more than art — its power depends on publicity and branding, not on the qualities that distinguish durable art.","1: Strongly endorse Option A — Banksy's work is real art
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Banksy's work is a stunt more than art",0,96,DebatableWeb,"Banksy's work is real art as it is displayed in exhibitions and fetches high prices at auctions, indicating recognition in the art world | Banksy's work can be seen as a stunt due to his orchestrated surprising events during public sales | Banksy's work challenges traditional art norms and engages in subversive public installations, adding depth be",,936
q097,Should artistic works with offensive content carry viewer discretion labels like movies and video games do?,Artistic works with offensive content should carry viewer discretion labels — informing audiences respects their autonomy and protects the vulnerable.,Artistic works should not carry mandatory content labels — warnings blunt the encounter art is supposed to produce and slide easily into censorship.,"1: Strongly endorse Option A — Artistic works with offensive content should carry viewer...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Artistic works should not carry mandatory content labels",0,97,DebatableWeb,Content warnings have been common in media for decades | Content warnings are often given in conjunction with a ratings system as an explanation of why a given work has the rating it does | Viewer discretion is advised,,375
q098,Should national service be required for all young Americans?,National service should be required for all young Americans — shared civic experience binds a fragmenting society and develops citizens as well as skills.,"National service should not be required — compulsory labor on the state's terms, however noble its stated purpose, is not consistent with a free society.","1: Strongly endorse Option A — National service should be required for all young Americans
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — National service should not be required",0,98,DebatableWeb,"Mandatory national service provides a structured opportunity for young people to pursue personal development before managing adulthood, gaining discipline, real-world skills, and social understanding. | National service can foster national unity and a greater sense of purpose by breaking down barriers of race, class, income, and geography among you",,431
q099,Should begging for money be made illegal?,Begging for money should be made illegal — visible homelessness and panhandling damage public spaces and fail the people doing it.,Begging for money should not be illegal — criminalizing poverty punishes the poor for being poor rather than addressing why they are begging.,"1: Strongly endorse Option A — Begging for money should be made illegal
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Begging for money should not be illegal",0,99,DebatableWeb,"Supporters of panhandling regulation contend it is a safety measure designed to protect people from harassment and other crimes. | Opponents of such regulation contend it is blatant suppression of the First Amendment rights of the poor and dispossessed. | Some courts have struck down laws in cities such as Austin, Texas, and Minneapolis, Minnesota,",,506
q100,Is localism good for democracy?,"Localism is good for democracy — decisions made close to the people affected are more legitimate, more accountable, and more responsive.","Localism is bad for democracy — local control entrenches parochialism and local majorities' tyranny over local minorities, and requires central standards to correct.","1: Strongly endorse Option A — Localism is good for democracy
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Localism is bad for democracy",0,100,DebatableWeb,"Localism can undermine the motivation to participate in politics more broadly | Localism supports local control of government and promotes local culture and identity | Localism can lead to a lack of uniformity in public services, known as ""the postcode lottery"" | Decentralization enhances democratic decision-making by allowing citizens to participa",,479
